fecha,Municipio,dia_semana,indicador_movilidad,Casos Covid,indicador_recarga,PIB
20200215,Cadereyta Jiménez,SABADO,0.9527204185,0,0.98028572,"16,295.00"
20200216,Cadereyta Jiménez,DOMINGO,0.9737264596,0,1.066011667,"16,295.00"
20200217,Cadereyta Jiménez,LUNES,0.9524216489,0,0.939056799,"16,295.00"
20200218,Cadereyta Jiménez,MARTES,0.9450691514,0,0.987718025,"16,295.00"
20200219,Cadereyta Jiménez,MIERCOLES,0.9441016782,0,0.992731163,"16,295.00"
20200220,Cadereyta Jiménez,JUEVES,0.9188585181,0,0.911859018,"16,295.00"
20200221,Cadereyta Jiménez,VIERNES,0.8997785161,0,0.980580076,"16,295.00"
20200222,Cadereyta Jiménez,SABADO,0.9233594722,0,0.917671316,"16,295.00"
20200223,Cadereyta Jiménez,DOMINGO,0.950409011,0,0.953470846,"16,295.00"
20200224,Cadereyta Jiménez,LUNES,0.9573052364,0,1.0648169,"16,295.00"
20200225,Cadereyta Jiménez,MARTES,0.9579969266,0,0.905157354,"16,295.00"
20200226,Cadereyta Jiménez,MIERCOLES,0.9095508391,0,0.850975121,"16,295.00"
20200227,Cadereyta Jiménez,JUEVES,0.9052285174,0,0.870900811,"16,295.00"
20200228,Cadereyta Jiménez,VIERNES,0.9189176176,0,0.951966067,"16,295.00"
20200229,Cadereyta Jiménez,SABADO,0.9228761645,0,1.044583307,"16,295.00"
20200301,Cadereyta Jiménez,DOMINGO,1.007364746,0,1.008401485,"16,295.00"
20200302,Cadereyta Jiménez,LUNES,0.9888043757,0,1.056528985,"16,295.00"
20200303,Cadereyta Jiménez,MARTES,0.971900383,0,1.001478137,"16,295.00"
20200304,Cadereyta Jiménez,MIERCOLES,0.978035538,0,1.045834819,"16,295.00"
20200305,Cadereyta Jiménez,JUEVES,0.9668705027,0,0.832960578,"16,295.00"
20200306,Cadereyta Jiménez,VIERNES,0.9695941066,0,0.993052849,"16,295.00"
20200307,Cadereyta Jiménez,SABADO,0.9690320554,0,0.909255402,"16,295.00"
20200308,Cadereyta Jiménez,DOMINGO,0.9593282536,0,0.902559522,"16,295.00"
20200309,Cadereyta Jiménez,LUNES,0.9233643034,0,0.879059502,"16,295.00"
20200310,Cadereyta Jiménez,MARTES,0.9509232383,0,0.930957564,"16,295.00"
20200311,Cadereyta Jiménez,MIERCOLES,0.9531095755,0,0.846586389,"16,295.00"
20200312,Cadereyta Jiménez,JUEVES,0.9475920332,0,0.854086389,"16,295.00"
20200313,Cadereyta Jiménez,VIERNES,0.9691126198,0,0.992686003,"16,295.00"
20200314,Cadereyta Jiménez,SABADO,0.9516329761,0,0.944265606,"16,295.00"
20200315,Cadereyta Jiménez,DOMINGO,0.9442929589,0,1.000809445,"16,295.00"
20200316,Cadereyta Jiménez,LUNES,0.8363143565,0,0.859060403,"16,295.00"
20200317,Cadereyta Jiménez,MARTES,0.9233602459,0,1.210889838,"16,295.00"
20200318,Cadereyta Jiménez,MIERCOLES,0.9052319842,0,0.976492855,"16,295.00"
20200319,Cadereyta Jiménez,JUEVES,0.909157887,0,0.904529654,"16,295.00"
20200320,Cadereyta Jiménez,VIERNES,0.8701670759,0,0.834942107,"16,295.00"
20200321,Cadereyta Jiménez,SABADO,0.8407138456,0,0.933493236,"16,295.00"
20200322,Cadereyta Jiménez,DOMINGO,0.8245202722,0,0.862366372,"16,295.00"
20200323,Cadereyta Jiménez,LUNES,0.851331388,0,0.85617765,"16,295.00"
20200324,Cadereyta Jiménez,MARTES,0.8816498768,0,0.924507512,"16,295.00"
20200325,Cadereyta Jiménez,MIERCOLES,0.8683366239,2,0.861946951,"16,295.00"
20200326,Cadereyta Jiménez,JUEVES,0.86016356,0,0.8144216,"16,295.00"
20200327,Cadereyta Jiménez,VIERNES,0.8848524243,0,0.79532271,"16,295.00"
20200328,Cadereyta Jiménez,SABADO,0.8881988328,0,0.915988134,"16,295.00"
20200329,Cadereyta Jiménez,DOMINGO,0.8410845799,0,0.88514249,"16,295.00"
20200330,Cadereyta Jiménez,LUNES,0.8573137827,1,0.859060403,"16,295.00"
20200331,Cadereyta Jiménez,MARTES,0.8550625656,0,0.920207477,"16,295.00"
20200401,Cadereyta Jiménez,MIERCOLES,0.9421273445,0,1.112543544,"16,295.00"
20200402,Cadereyta Jiménez,JUEVES,0.914683563,0,1.014038964,"16,295.00"
20200403,Cadereyta Jiménez,VIERNES,0.9089267659,0,0.927387367,"16,295.00"
20200404,Cadereyta Jiménez,SABADO,0.9248093955,0,0.865492647,"16,295.00"
20200405,Cadereyta Jiménez,DOMINGO,0.9276012334,0,0.931141318,"16,295.00"
20200406,Cadereyta Jiménez,LUNES,0.884906052,0,0.779244178,"16,295.00"
20200407,Cadereyta Jiménez,MARTES,0.8782349928,0,0.879787148,"16,295.00"
20200408,Cadereyta Jiménez,MIERCOLES,0.875,0,0.880379625,"16,295.00"
20200409,Cadereyta Jiménez,JUEVES,0.8482526585,0,0.73552316,"16,295.00"
20200410,Cadereyta Jiménez,VIERNES,0.8094997352,2,0.616301731,"16,295.00"
20200411,Cadereyta Jiménez,SABADO,0.8231939393,0,0.732857834,"16,295.00"
20200412,Cadereyta Jiménez,DOMINGO,0.9426365281,0,0.767242582,"16,295.00"
20200413,Cadereyta Jiménez,LUNES,0.865005433,0,0.800684654,"16,295.00"
20200414,Cadereyta Jiménez,MARTES,0.8189623631,0,0.843236851,"16,295.00"
20200415,Cadereyta Jiménez,MIERCOLES,0.8427936821,0,0.901445539,"16,295.00"
20200416,Cadereyta Jiménez,JUEVES,0.8162037378,0,0.843739053,"16,295.00"
20200417,Cadereyta Jiménez,VIERNES,0.8348981655,0,0.654820589,"16,295.00"
20200418,Cadereyta Jiménez,SABADO,0.9013689692,0,0.842264723,"16,295.00"
20200419,Cadereyta Jiménez,DOMINGO,0.8781631457,0,0.721243755,"16,295.00"
20200420,Cadereyta Jiménez,LUNES,0.8535290024,0,0.879960362,"16,295.00"
20200421,Cadereyta Jiménez,MARTES,0.8745761885,0,0.767126233,"16,295.00"
20200422,Cadereyta Jiménez,MIERCOLES,0.8308242843,0,0.68859204,"16,295.00"
20200423,Cadereyta Jiménez,JUEVES,0.8776001375,0,0.651451052,"16,295.00"
20200424,Cadereyta Jiménez,VIERNES,0.8568058164,0,0.821368795,"16,295.00"
20200425,Cadereyta Jiménez,SABADO,0.8390222684,0,0.707273454,"16,295.00"
20200426,Cadereyta Jiménez,DOMINGO,0.8069366224,0,0.732855109,"16,295.00"
20200427,Cadereyta Jiménez,LUNES,0.8180009035,0,0.757443358,"16,295.00"
20200428,Cadereyta Jiménez,MARTES,0.8117667146,0,0.787336397,"16,295.00"
20200429,Cadereyta Jiménez,MIERCOLES,0.8216929911,1,0.85558329,"16,295.00"
20200430,Cadereyta Jiménez,JUEVES,0.8559886048,0,0.964457977,"16,295.00"
20200501,Cadereyta Jiménez,VIERNES,0.8587317637,1,0.784317322,"16,295.00"
20200502,Cadereyta Jiménez,SABADO,0.883849063,0,0.860611416,"16,295.00"
20200503,Cadereyta Jiménez,DOMINGO,0.8895033256,0,1.019566249,"16,295.00"
20200504,Cadereyta Jiménez,LUNES,0.9304455053,2,0.90158101,"16,295.00"
20200505,Cadereyta Jiménez,MARTES,0.8994560578,1,0.764116208,"16,295.00"
20200506,Cadereyta Jiménez,MIERCOLES,0.8889437315,0,0.931288916,"16,295.00"
20200507,Cadereyta Jiménez,JUEVES,0.8692502272,0,0.771738838,"16,295.00"
20200508,Cadereyta Jiménez,VIERNES,1.041215273,0,0.801559097,"16,295.00"
20200509,Cadereyta Jiménez,SABADO,0.9702403248,1,0.975909445,"16,295.00"
20200510,Cadereyta Jiménez,DOMINGO,0.9157513825,1,1.099505959,"16,295.00"
20200511,Cadereyta Jiménez,LUNES,0.8808770923,0,0.765010585,"16,295.00"
20200512,Cadereyta Jiménez,MARTES,0.8534770837,0,0.874627106,"16,295.00"
20200513,Cadereyta Jiménez,MIERCOLES,0.8801826259,2,0.8562416,"16,295.00"
20200514,Cadereyta Jiménez,JUEVES,0.8708465336,1,0.87564334,"16,295.00"
20200515,Cadereyta Jiménez,VIERNES,0.8824449901,2,0.849982804,"16,295.00"
20200516,Cadereyta Jiménez,SABADO,1.005400964,0,0.818363525,"16,295.00"
20200517,Cadereyta Jiménez,DOMINGO,0.9634056217,0,1.035643509,"16,295.00"
20200518,Cadereyta Jiménez,LUNES,0.8894233704,1,0.867348318,"16,295.00"
20200519,Cadereyta Jiménez,MARTES,0.9023831012,1,0.795506463,"16,295.00"
20200520,Cadereyta Jiménez,MIERCOLES,0.9101678184,0,0.931288916,"16,295.00"
20200521,Cadereyta Jiménez,JUEVES,0.8919668951,0,0.90625421,"16,295.00"
20200522,Cadereyta Jiménez,VIERNES,0.8891858058,0,0.7865184,"16,295.00"
20200523,Cadereyta Jiménez,SABADO,0.9113976052,0,0.744640114,"16,295.00"
20200524,Cadereyta Jiménez,DOMINGO,0.8852985398,0,0.910151562,"16,295.00"
20200525,Cadereyta Jiménez,LUNES,0.8830747067,0,0.814377731,"16,295.00"
20200526,Cadereyta Jiménez,MARTES,0.865673098,1,0.809266575,"16,295.00"
20200527,Cadereyta Jiménez,MIERCOLES,0.8777147088,0,0.996681021,"16,295.00"
20200528,Cadereyta Jiménez,JUEVES,0.8730568039,0,0.864433726,"16,295.00"
20200529,Cadereyta Jiménez,VIERNES,0.9331214791,0,0.836409492,"16,295.00"
20200530,Cadereyta Jiménez,SABADO,0.8991940843,0,0.862799554,"16,295.00"
20200531,Cadereyta Jiménez,DOMINGO,0.9132030274,0,0.938733358,"16,295.00"
20200601,Cadereyta Jiménez,LUNES,0.9695142051,2,0.998873925,"16,295.00"
20200602,Cadereyta Jiménez,MARTES,0.9483620753,0,0.977397941,"16,295.00"
20200603,Cadereyta Jiménez,MIERCOLES,0.9422507404,0,0.858874839,"16,295.00"
20200604,Cadereyta Jiménez,JUEVES,0.9294186989,1,0.825200075,"16,295.00"
20200605,Cadereyta Jiménez,VIERNES,0.9422697289,0,0.762306546,"16,295.00"
20200606,Cadereyta Jiménez,SABADO,0.9626282276,0,0.827116077,"16,295.00"
20200607,Cadereyta Jiménez,DOMINGO,0.952447695,1,0.857453876,"16,295.00"
20200608,Cadereyta Jiménez,LUNES,1.017495452,1,0.899779289,"16,295.00"
20200609,Cadereyta Jiménez,MARTES,1.027270288,4,0.896557285,"16,295.00"
20200610,Cadereyta Jiménez,MIERCOLES,0.9911154985,1,1.027841018,"16,295.00"
20200611,Cadereyta Jiménez,JUEVES,0.9448905916,0,0.828649188,"16,295.00"
20200612,Cadereyta Jiménez,VIERNES,0.934806683,4,0.843746418,"16,295.00"
20200613,Cadereyta Jiménez,SABADO,0.9500622259,3,0.821729891,"16,295.00"
20200614,Cadereyta Jiménez,DOMINGO,0.9486251625,1,0.82887208,"16,295.00"
20200615,Cadereyta Jiménez,LUNES,0.9814789945,15,0.983018783,"16,295.00"
20200616,Cadereyta Jiménez,MARTES,0.9178720394,1,0.87505711,"16,295.00"
20200617,Cadereyta Jiménez,MIERCOLES,0.9708785785,0,0.895740187,"16,295.00"
20200618,Cadereyta Jiménez,JUEVES,0.9694491515,1,0.85365525,"16,295.00"
20200619,Cadereyta Jiménez,VIERNES,0.9202417064,3,0.772211395,"16,295.00"
20200620,Cadereyta Jiménez,SABADO,0.9542911688,3,0.826442803,"16,295.00"
20200621,Cadereyta Jiménez,DOMINGO,0.9809892714,1,0.896307254,"16,295.00"
20200622,Cadereyta Jiménez,LUNES,0.9355732721,2,0.805369128,"16,295.00"
20200623,Cadereyta Jiménez,MARTES,0.90982267,0,0.843666855,"16,295.00"
20200624,Cadereyta Jiménez,MIERCOLES,0.9258390918,0,0.935677648,"16,295.00"
20200625,Cadereyta Jiménez,JUEVES,0.940347258,4,0.849774999,"16,295.00"
20200626,Cadereyta Jiménez,VIERNES,0.902667437,2,0.580350797,"16,295.00"
20200627,Cadereyta Jiménez,SABADO,0.9065645276,1,0.717709188,"16,295.00"
20200628,Cadereyta Jiménez,DOMINGO,0.8948548712,6,0.671225612,"16,295.00"
20200629,Cadereyta Jiménez,LUNES,0.8914988951,2,0.858339714,"16,295.00"
20200630,Cadereyta Jiménez,MARTES,0.9105544308,6,0.921927491,"16,295.00"
20200701,Cadereyta Jiménez,MIERCOLES,0.9782823297,6,1.03222975,"16,295.00"
20200702,Cadereyta Jiménez,JUEVES,0.9645374395,3,0.855379807,"16,295.00"
20200703,Cadereyta Jiménez,VIERNES,0.9585199095,14,0.832741029,"16,295.00"
20200704,Cadereyta Jiménez,SABADO,0.9611783043,1,0.842601359,"16,295.00"
20200705,Cadereyta Jiménez,DOMINGO,1.060880202,3,0.783766433,"16,295.00"
20200706,Cadereyta Jiménez,LUNES,1.066331327,4,1.069861718,"16,295.00"
20200707,Cadereyta Jiménez,MARTES,1.019830719,6,0.890967239,"16,295.00"
20200708,Cadereyta Jiménez,MIERCOLES,0.8986920039,4,1.0445182,"16,295.00"
20200709,Cadereyta Jiménez,JUEVES,0.9367862669,22,0.866589421,"16,295.00"
20200710,Cadereyta Jiménez,VIERNES,0.9156675815,0,0.805227559,"16,295.00"
20200711,Cadereyta Jiménez,SABADO,0.9326631466,8,0.757095668,"16,295.00"
20200712,Cadereyta Jiménez,DOMINGO,0.9086159884,4,0.93248109,"16,295.00"
20200713,Cadereyta Jiménez,LUNES,0.9345965546,5,0.815458763,"16,295.00"
20200714,Cadereyta Jiménez,MARTES,0.924335927,6,0.880647155,"16,295.00"
20200715,Cadereyta Jiménez,MIERCOLES,0.9511352419,3,0.930411169,"16,295.00"
20200716,Cadereyta Jiménez,JUEVES,0.9130872566,4,0.792002371,"16,295.00"
20200717,Cadereyta Jiménez,VIERNES,0.919158361,1,0.790553709,"16,295.00"
20200718,Cadereyta Jiménez,SABADO,0.9509080145,0,0.803719834,"16,295.00"
20200719,Cadereyta Jiménez,DOMINGO,0.8942177824,1,0.978033327,"16,295.00"
20200720,Cadereyta Jiménez,LUNES,0.9199457922,6,0.815819107,"16,295.00"
20200721,Cadereyta Jiménez,MARTES,0.9255555285,6,0.89354726,"16,295.00"
20200722,Cadereyta Jiménez,MIERCOLES,0.9206564659,8,0.923828071,"16,295.00"
20200723,Cadereyta Jiménez,JUEVES,0.915911491,4,0.75319986,"16,295.00"
20200724,Cadereyta Jiménez,VIERNES,0.9260195484,3,0.84741488,"16,295.00"
20200725,Cadereyta Jiménez,SABADO,0.9252927033,1,0.877274927,"16,295.00"
20200726,Cadereyta Jiménez,DOMINGO,0.8756147907,2,0.590392721,"16,295.00"
20200727,Cadereyta Jiménez,LUNES,0.8121405985,3,0.904463763,"16,295.00"
20200728,Cadereyta Jiménez,MARTES,0.8994560578,6,0.861296998,"16,295.00"
20200729,Cadereyta Jiménez,MIERCOLES,0.9067127345,6,0.93743314,"16,295.00"
20200730,Cadereyta Jiménez,JUEVES,0.902404283,3,0.900864973,"16,295.00"
20200731,Cadereyta Jiménez,VIERNES,0.9106119698,1,0.888134816,"16,295.00"
20200801,Cadereyta Jiménez,SABADO,0.9825646726,2,0.899829578,"16,295.00"
20200802,Cadereyta Jiménez,DOMINGO,0.9655717235,1,0.865939096,"16,295.00"
20200803,Cadereyta Jiménez,LUNES,0.9722001783,1,0.848250079,"16,295.00"
20200804,Cadereyta Jiménez,MARTES,0.9828767959,9,0.853556935,"16,295.00"
20200805,Cadereyta Jiménez,MIERCOLES,0.9880306022,0,0.878624133,"16,295.00"
20200806,Cadereyta Jiménez,JUEVES,0.94525897,4,0.921775215,"16,295.00"
20200807,Cadereyta Jiménez,VIERNES,0.9534642978,6,0.81696664,"16,295.00"
20200808,Cadereyta Jiménez,SABADO,0.9533245532,2,0.838225084,"16,295.00"
20200809,Cadereyta Jiménez,DOMINGO,0.950918682,1,0.882016356,"16,295.00"
20200810,Cadereyta Jiménez,LUNES,0.9636539002,1,0.75672267,"16,295.00"
20200811,Cadereyta Jiménez,MARTES,0.9409225065,3,0.787766401,"16,295.00"
20200812,Cadereyta Jiménez,MIERCOLES,0.9506416584,3,0.805332309,"16,295.00"
20200813,Cadereyta Jiménez,JUEVES,0.9506618532,2,0.801918569,"16,295.00"
20200814,Cadereyta Jiménez,VIERNES,0.9870480042,2,0.83861057,"16,295.00"
20200815,Cadereyta Jiménez,SABADO,0.9834104612,0,0.912621768,"16,295.00"
20200816,Cadereyta Jiménez,DOMINGO,0.9700313448,2,0.907025428,"16,295.00"
20200817,Cadereyta Jiménez,LUNES,0.9820894429,3,0.881401739,"16,295.00"
20200818,Cadereyta Jiménez,MARTES,0.981291314,5,0.825176705,"16,295.00"
20200819,Cadereyta Jiménez,MIERCOLES,1.011969398,2,0.953232575,"16,295.00"
20200820,Cadereyta Jiménez,JUEVES,0.9849210442,4,0.834685134,"16,295.00"
20200821,Cadereyta Jiménez,VIERNES,0.9828349945,3,0.836042646,"16,295.00"
20200822,Cadereyta Jiménez,SABADO,0.9899351159,3,0.819710072,"16,295.00"
20200823,Cadereyta Jiménez,DOMINGO,0.984811804,2,0.910151562,"16,295.00"
20200824,Cadereyta Jiménez,LUNES,0.9646306177,6,0.879239674,"16,295.00"
20200825,Cadereyta Jiménez,MARTES,0.9497036369,8,0.854846946,"16,295.00"
20200826,Cadereyta Jiménez,MIERCOLES,0.9818608095,10,0.86721343,"16,295.00"
20200827,Cadereyta Jiménez,JUEVES,0.9560647364,4,0.75319986,"16,295.00"
20200828,Cadereyta Jiménez,VIERNES,0.9623718041,9,0.839344262,"16,295.00"
20200829,Cadereyta Jiménez,SABADO,0.9565868806,0,0.836205264,"16,295.00"
20200830,Cadereyta Jiménez,DOMINGO,0.9496445045,2,0.958829933,"16,295.00"
20200831,Cadereyta Jiménez,LUNES,0.9499798552,7,0.922120625,"16,295.00"
20200901,Cadereyta Jiménez,MARTES,0.9958045711,5,0.904727351,"16,295.00"
20200902,Cadereyta Jiménez,MIERCOLES,1.011969398,9,0.889157089,"16,295.00"
20200903,Cadereyta Jiménez,JUEVES,1.002357622,6,0.825631214,"16,295.00"
20200904,Cadereyta Jiménez,VIERNES,1.021715056,6,0.856219191,"16,295.00"
20200905,Cadereyta Jiménez,SABADO,1.010475696,1,0.871552105,"16,295.00"
20200906,Cadereyta Jiménez,DOMINGO,0.9705410158,1,0.906578837,"16,295.00"
20200907,Cadereyta Jiménez,LUNES,1.005286483,3,0.832755281,"16,295.00"
20200908,Cadereyta Jiménez,MARTES,0.9828767959,7,0.822596684,"16,295.00"
20200909,Cadereyta Jiménez,MIERCOLES,0.9959279368,6,0.717118797,"16,295.00"
20200910,Cadereyta Jiménez,JUEVES,0.953240502,8,0.785966425,"16,295.00"
20200911,Cadereyta Jiménez,VIERNES,0.9508161202,2,0.720119225,"16,295.00"
20200912,Cadereyta Jiménez,SABADO,0.9681862668,0,0.904205853,"16,295.00"
20200913,Cadereyta Jiménez,DOMINGO,0.9616217731,0,0.910374857,"16,295.00"
20200914,Cadereyta Jiménez,LUNES,0.9490031377,7,0.86752849,"16,295.00"
20200915,Cadereyta Jiménez,MARTES,0.9610459302,9,1.000188127,"16,295.00"
20200916,Cadereyta Jiménez,MIERCOLES,0.9178183613,0,0.787338508,"16,295.00"
20200917,Cadereyta Jiménez,JUEVES,0.9683440163,8,0.852361833,"16,295.00"
20200918,Cadereyta Jiménez,VIERNES,0.9468438538,5,0.825037258,"16,295.00"
20200919,Cadereyta Jiménez,SABADO,0.9773691142,1,0.854551958,"16,295.00"
20200920,Cadereyta Jiménez,DOMINGO,0.9735990418,1,0.875317498,"16,295.00"
20200921,Cadereyta Jiménez,LUNES,0.9692700258,8,0.882482771,"16,295.00"
20200922,Cadereyta Jiménez,MARTES,0.9373856624,7,0.839796823,"16,295.00"
20200923,Cadereyta Jiménez,MIERCOLES,0.9598963475,7,0.946210604,"16,295.00"
20200924,Cadereyta Jiménez,JUEVES,0.9370318525,5,0.750613026,"16,295.00"
20200925,Cadereyta Jiménez,VIERNES,0.9354085416,5,0.772211395,"16,295.00"
20200926,Cadereyta Jiménez,SABADO,0.9592450733,4,0.817016979,"16,295.00"
20200927,Cadereyta Jiménez,DOMINGO,0.9479880737,1,0.943645854,"16,295.00"
20200928,Cadereyta Jiménez,LUNES,0.9460729852,12,0.889689654,"16,295.00"
20200929,Cadereyta Jiménez,MARTES,0.9318974559,6,0.871617082,"16,295.00"
20200930,Cadereyta Jiménez,MIERCOLES,0.9558242843,5,1.102888334,"16,295.00"
20201001,Cadereyta Jiménez,JUEVES,1.011444289,5,0.928673439,"16,295.00"
20201002,Cadereyta Jiménez,VIERNES,1.008474168,4,0.737361,"16,295.00"
20201003,Cadereyta Jiménez,SABADO,1.01663787,2,0.847987544,"16,295.00"
20201004,Cadereyta Jiménez,DOMINGO,1.013608216,1,0.930694727,"16,295.00"
20201005,Cadereyta Jiménez,LUNES,1.002966779,10,0.888248277,"16,295.00"
20201006,Cadereyta Jiménez,MARTES,1.002390419,6,0.835926792,"16,295.00"
20201007,Cadereyta Jiménez,MIERCOLES,1.012833169,5,0.700441616,"16,295.00"
20201008,Cadereyta Jiménez,JUEVES,1.008497262,2,0.82778691,"16,295.00"
20201009,Cadereyta Jiménez,VIERNES,0.9899369252,10,0.79825748,"16,295.00"
20201010,Cadereyta Jiménez,SABADO,1.007455022,2,0.873571925,"16,295.00"
20201011,Cadereyta Jiménez,DOMINGO,0.9989551744,1,0.889161805,"16,295.00"
20201012,Cadereyta Jiménez,LUNES,0.9855079541,13,0.784469168,"16,295.00"
20201013,Cadereyta Jiménez,MARTES,0.9777544698,8,0.925367519,"16,295.00"
20201014,Cadereyta Jiménez,MIERCOLES,1.002221125,6,0.89552075,"16,295.00"
20201015,Cadereyta Jiménez,JUEVES,1.029003659,4,0.967044812,"16,295.00"
20201016,Cadereyta Jiménez,VIERNES,1.016057586,8,0.800458558,"16,295.00"
20201017,Cadereyta Jiménez,SABADO,0.9881227118,2,0.796145511,"16,295.00"
20201018,Cadereyta Jiménez,DOMINGO,0.9797150939,2,0.959723114,"16,295.00"
20201019,Cadereyta Jiménez,LUNES,0.9780604832,9,0.774379532,"16,295.00"
20201020,Cadereyta Jiménez,MARTES,0.9625094519,2,0.826036712,"16,295.00"
20201021,Cadereyta Jiménez,MIERCOLES,0.9979022705,7,0.770661327,"16,295.00"
20201022,Cadereyta Jiménez,JUEVES,0.9719050075,5,0.691115842,"16,295.00"
20201023,Cadereyta Jiménez,VIERNES,0.9582791661,5,0.786885246,"16,295.00"
20201024,Cadereyta Jiménez,SABADO,0.9656489011,4,0.741610385,"16,295.00"
20201025,Cadereyta Jiménez,DOMINGO,0.9662088122,3,0.852094789,"16,295.00"
20201026,Cadereyta Jiménez,LUNES,0.9455846265,3,0.742308905,"16,295.00"
20201027,Cadereyta Jiménez,MARTES,0.9297021733,0,0.694455642,"16,295.00"
20201028,Cadereyta Jiménez,MIERCOLES,0.9439782823,4,0.924266945,"16,295.00"
20201029,Cadereyta Jiménez,JUEVES,0.939733294,5,0.856673224,"16,295.00"
20201030,Cadereyta Jiménez,VIERNES,0.9493716597,2,0.865023501,"16,295.00"
20201031,Cadereyta Jiménez,SABADO,0.9743484407,1,0.858086642,"16,295.00"
20201101,Cadereyta Jiménez,DOMINGO,1.006090569,1,0.961062886,"16,295.00"
20201102,Cadereyta Jiménez,LUNES,0.986728851,9,0.817260484,"16,295.00"
20201103,Cadereyta Jiménez,MARTES,0.9817791546,7,1.094358892,"16,295.00"
20201104,Cadereyta Jiménez,MIERCOLES,0.98482231,4,0.833420194,"16,295.00"
20201105,Cadereyta Jiménez,JUEVES,0.9777990619,6,0.798038317,"16,295.00"
